distancia_km,tipo_envio,ventana_horas,volumen,fragil,frio,saturacion,prioridad
645,express,8,34,0,0,baja,media
297,normal,4,15,1,0,baja,baja
199,normal,4,20,0,1,baja,baja
639,express,8,23,0,0,baja,media
1295,express,24,29,0,0,baja,media
167,normal,4,8,1,0,media,media
442,normal,8,10,0,0,baja,baja
216,normal,4,34,0,0,baja,baja
198,normal,4,11,0,0,baja,baja
548,normal,8,9,0,0,alta,baja
114,normal,4,12,0,0,alta,media
489,normal,8,41,0,0,baja,baja
286,express,4,11,1,1,alta,alta
138,normal,4,14,0,0,media,baja
65,express,4,26,0,0,baja,media
87,express,4,21,0,0,baja,media
665,normal,8,11,1,1,baja,baja
392,normal,8,25,0,1,media,baja
23,express,4,13,0,0,baja,media
303,normal,4,17,1,0,baja,baja
587,normal,8,32,0,0,alta,media
462,normal,8,13,0,0,baja,baja
446,express,4,29,0,0,baja,media
540,normal,8,11,0,0,baja,baja
168,normal,4,36,0,0,media,media
157,normal,4,21,1,1,baja,media
163,normal,4,11,0,0,baja,baja
1475,normal,48,43,0,0,baja,baja
266,express,4,41,0,0,baja,media
89,express,4,36,0,0,alta,alta
602,normal,8,3,0,0,media,baja
514,normal,8,20,0,1,baja,baja
1557,normal,48,28,0,0,media,baja
518,normal,8,10,1,0,alta,media
61,normal,4,33,0,1,baja,media
2819,express,48,19,0,1,baja,alta
527,normal,8,38,0,0,baja,baja
365,normal,8,28,0,1,baja,baja
119,normal,4,12,0,0,media,baja
1010,normal,24,11,0,0,media,baja
335,express,4,38,0,0,alta,alta
3527,normal,72,22,0,0,alta,alta
1261,normal,24,17,1,0,media,baja
265,normal,4,27,0,0,baja,baja
67,normal,4,35,0,0,baja,baja
529,normal,8,10,1,1,baja,baja
253,normal,4,31,0,1,media,media
435,normal,8,9,1,0,alta,media
341,normal,8,10,0,0,baja,baja
133,normal,4,17,0,0,baja,baja
588,normal,24,4,0,0,alta,baja
231,express,4,42,1,1,media,alta
1460,normal,48,25,1,0,baja,baja
635,normal,8,22,0,0,alta,media
47,normal,4,14,0,0,alta,media
1386,normal,48,29,0,1,alta,media
86,express,4,16,0,0,media,media
269,normal,4,11,0,1,baja,baja
851,normal,24,13,1,0,baja,baja
327,express,4,13,0,0,media,media
1245,normal,24,12,0,0,media,baja
130,express,4,17,0,0,baja,media
4277,normal,72,1,0,0,media,media
573,express,8,33,1,0,baja,media
574,normal,8,3,0,0,baja,baja
945,normal,24,18,0,0,baja,baja
1023,normal,24,17,0,0,baja,baja
64,normal,4,9,1,0,baja,baja
187,express,4,6,0,0,baja,media
150,normal,4,6,0,0,media,baja
1044,normal,24,41,1,0,media,media
1250,express,24,5,1,0,baja,media
124,normal,4,33,0,0,media,media
3203,normal,72,11,0,0,baja,baja
172,normal,4,5,0,0,baja,baja
345,express,4,25,0,1,baja,alta
182,normal,4,13,1,0,media,media
369,express,4,11,0,0,media,media
102,normal,4,7,1,0,alta,media
477,express,8,18,1,0,baja,media
314,normal,8,12,1,0,alta,media
290,normal,4,10,0,0,baja,baja
372,normal,8,16,0,0,baja,baja
2869,normal,48,40,0,0,baja,media
1546,express,24,41,0,0,baja,media
3639,normal,72,7,0,0,alta,media
3245,normal,72,12,0,1,alta,alta
318,normal,4,25,1,1,alta,alta
2721,express,48,30,0,0,media,alta
1522,normal,48,25,0,0,media,baja
172,express,4,11,0,0,media,media
59,normal,4,31,1,0,baja,media
398,express,4,6,0,0,media,media
1010,normal,24,40,0,0,baja,baja
193,normal,4,13,0,0,media,baja
1477,normal,24,35,0,0,media,baja
1150,express,24,10,0,1,baja,media
80,normal,4,14,0,0,alta,media
248,normal,4,32,0,0,baja,baja
518,normal,8,12,0,0,baja,baja
291,express,4,37,1,0,alta,alta
3433,normal,72,40,0,0,baja,media
3455,normal,72,14,0,1,baja,media
660,normal,8,48,0,0,alta,media
174,express,4,12,0,1,baja,media
114,normal,4,14,1,0,media,media
3424,normal,72,16,1,0,baja,media
300,normal,8,21,0,0,baja,baja
568,normal,8,26,0,0,baja,baja
206,express,4,34,0,0,alta,alta
203,express,4,14,0,0,baja,media
315,normal,8,43,0,0,baja,baja
1136,express,24,10,0,0,baja,media
1044,normal,24,12,1,0,baja,baja
59,normal,4,7,1,0,baja,baja
188,express,4,8,0,0,baja,media
247,normal,4,19,0,0,baja,baja
194,normal,4,17,0,0,alta,media
360,normal,8,30,1,0,media,baja
550,express,8,24,0,0,baja,media
302,normal,8,19,1,0,baja,baja
73,normal,4,23,0,0,media,media
343,express,4,26,0,0,baja,media
49,normal,4,19,0,0,baja,baja
2944,normal,72,9,0,0,media,media
523,express,8,27,0,0,baja,media
123,normal,4,12,0,0,baja,baja
1562,express,24,8,1,0,alta,alta
416,normal,8,11,1,1,media,baja
1138,express,24,31,0,1,media,alta
4028,express,72,12,0,0,alta,alta
1380,express,24,17,1,0,alta,alta
1670,normal,48,16,1,0,baja,baja
676,normal,8,40,1,0,baja,baja
307,normal,8,32,1,0,media,baja
1151,normal,24,10,0,0,media,baja
274,normal,4,24,0,0,alta,media
2521,express,48,17,0,0,media,alta
587,normal,8,12,1,0,baja,baja
308,normal,4,42,1,0,media,media
383,express,4,16,0,0,baja,media
176,express,4,35,0,0,alta,alta
548,express,8,12,1,0,media,media
1073,normal,24,30,0,0,baja,baja
151,normal,4,32,0,0,alta,media
1588,normal,48,5,1,0,media,baja
404,express,4,16,0,0,alta,alta
267,normal,4,29,1,0,baja,media
609,express,8,9,0,0,alta,media
1236,express,24,2,0,0,media,media
250,normal,4,9,0,0,baja,baja
687,normal,8,17,1,1,alta,media
113,normal,4,10,0,0,media,baja
675,normal,24,30,0,0,media,baja
295,express,4,21,0,0,baja,media
436,normal,8,5,0,0,alta,baja
182,express,4,20,1,0,baja,media
224,express,4,15,0,0,media,media
612,normal,8,43,1,1,baja,baja
287,express,4,9,1,0,media,alta
1028,normal,24,7,1,0,media,baja
152,normal,4,9,1,1,media,media
454,normal,8,42,0,1,alta,media
3158,normal,72,29,0,1,baja,media
547,normal,8,22,0,0,alta,media
287,normal,4,11,0,0,media,baja
95,normal,4,16,1,0,media,media
1328,express,24,16,1,0,alta,alta
159,normal,4,34,0,0,media,media
3124,express,48,23,1,0,media,alta
49,normal,4,24,1,1,baja,media
257,normal,4,8,0,0,media,baja
273,normal,4,21,1,0,baja,media
1376,normal,48,12,0,0,baja,baja
114,normal,4,22,0,0,baja,baja
179,normal,4,27,0,0,baja,baja
561,express,8,14,0,0,alta,media
276,normal,4,7,0,0,baja,baja
1235,express,24,5,1,0,baja,media
2443,normal,48,20,1,0,baja,media
171,normal,4,33,0,1,media,media
3692,normal,72,9,1,0,baja,media
463,express,4,38,1,0,baja,alta
194,express,4,16,0,0,alta,alta
3530,express,48,41,0,0,alta,alta
2914,normal,72,42,0,1,baja,media
3399,normal,72,7,0,0,baja,baja
648,express,8,14,1,0,media,media
494,express,8,15,0,0,media,media
575,normal,8,23,1,0,media,baja
278,normal,4,17,0,1,baja,baja
605,normal,8,25,0,0,baja,baja
171,express,4,12,0,0,baja,media
316,express,4,25,0,0,baja,media
235,express,4,15,1,1,media,alta
277,normal,4,8,1,0,baja,baja
291,express,4,14,0,1,baja,media
194,normal,4,11,0,0,baja,baja
387,normal,8,9,0,1,baja,baja
391,express,4,13,0,0,baja,media
3264,express,48,39,0,0,media,alta
289,express,4,41,1,0,alta,alta
1256,normal,24,9,0,1,baja,baja
409,normal,8,10,0,0,baja,baja
163,express,4,16,0,0,alta,alta
68,normal,4,13,1,1,media,media
594,express,8,12,0,0,baja,baja
88,express,4,35,1,0,media,alta
246,normal,4,8,1,1,alta,alta
220,normal,4,23,0,0,baja,baja
721,normal,24,32,0,0,baja,baja
645,normal,8,8,0,0,alta,baja
395,normal,8,9,0,0,media,baja
3593,normal,72,28,0,0,baja,media
427,express,8,23,1,0,media,media
612,normal,8,45,1,0,media,baja
319,normal,8,9,0,0,baja,baja
152,normal,4,20,1,0,alta,media
227,normal,4,16,0,0,baja,baja
283,normal,4,7,0,0,alta,media
1195,normal,24,26,1,0,baja,baja
179,normal,4,8,0,0,baja,baja
109,normal,4,15,0,1,alta,media
327,express,4,9,0,0,media,media
146,express,4,40,0,0,baja,media
202,express,4,32,0,0,media,alta
158,normal,4,9,1,0,alta,media
1234,normal,48,20,1,0,baja,baja
374,normal,8,10,0,0,media,baja
157,express,4,45,0,0,baja,media
606,express,8,9,0,0,baja,baja
4020,normal,72,20,0,0,media,media
434,normal,8,5,0,0,baja,baja
296,express,4,13,1,1,media,alta
161,normal,4,29,0,0,alta,media
164,normal,4,35,1,0,alta,alta
349,normal,8,2,1,0,media,baja
269,normal,4,7,0,1,media,media
4012,normal,72,10,0,0,baja,baja
214,express,4,19,1,0,baja,media
999,normal,24,22,0,0,media,baja
406,normal,8,17,0,0,baja,baja
1314,normal,24,7,0,0,baja,baja
1337,normal,48,19,0,0,baja,baja
3260,normal,72,34,1,0,media,media
215,normal,4,6,0,0,baja,baja
197,express,4,12,0,0,baja,media
462,normal,8,32,1,0,baja,baja
282,express,4,36,1,0,baja,alta
924,express,24,10,0,0,baja,media
399,normal,8,12,0,1,alta,media
86,normal,4,29,0,0,media,media
276,normal,4,31,0,0,baja,baja
448,express,4,42,0,0,alta,alta
553,normal,8,23,0,0,baja,baja
130,normal,4,6,1,1,baja,media
2788,normal,72,21,0,0,baja,media
73,normal,4,10,0,0,alta,media
172,express,4,8,0,0,media,media
227,express,4,23,0,0,baja,media
363,normal,8,14,0,0,baja,baja
2692,express,48,34,1,0,baja,alta
48,normal,4,6,0,0,baja,baja
360,normal,8,19,0,0,media,baja
414,normal,8,12,0,0,media,baja
645,normal,8,45,0,1,media,baja
564,express,8,11,0,0,baja,baja
1445,normal,48,15,1,0,baja,baja
75,express,4,40,0,0,baja,media
153,normal,4,33,1,1,baja,media
303,express,4,17,1,0,media,alta
62,normal,4,17,1,0,media,media
463,normal,8,27,0,0,baja,baja
53,express,4,34,0,0,baja,media
200,express,4,2,0,0,baja,media
94,normal,4,42,0,0,baja,baja
3274,normal,72,38,0,0,baja,media
380,express,4,5,1,1,baja,alta
2777,normal,72,19,0,0,media,media
144,normal,4,16,0,0,baja,baja
402,express,4,15,0,0,baja,media
3009,normal,72,38,1,0,baja,media
962,normal,24,29,0,0,media,baja
119,express,4,17,0,0,baja,media
65,normal,4,18,0,0,alta,media
227,normal,4,22,0,0,media,media
1570,normal,48,37,0,1,media,media
142,express,4,37,1,0,baja,alta
370,normal,8,8,0,0,baja,baja
1125,express,24,31,0,0,baja,media
1168,normal,24,10,0,0,alta,media
2301,normal,48,4,0,0,alta,media
98,express,4,41,1,0,baja,alta
1218,normal,48,13,0,0,baja,baja
21,normal,4,7,1,0,baja,baja
1426,normal,24,12,1,0,alta,media
169,normal,4,5,1,0,media,media
412,normal,8,25,0,0,alta,media
161,normal,4,37,0,0,alta,media
595,normal,8,9,0,0,media,baja
163,express,4,9,0,0,baja,media
179,express,4,20,0,1,baja,media
199,express,4,8,0,0,baja,media
206,normal,4,24,0,1,baja,media
102,normal,4,34,1,0,media,media
177,express,4,17,0,0,alta,alta
280,normal,4,24,1,0,media,media
220,express,4,8,0,0,baja,media
218,express,4,26,1,0,baja,alta
97,normal,4,26,1,0,baja,media
282,normal,4,33,0,1,baja,media
2427,normal,72,28,1,0,alta,alta
164,express,4,22,0,0,baja,media
271,normal,4,34,0,0,baja,baja
183,normal,4,31,0,0,alta,media
1274,normal,24,20,1,0,media,baja
2825,normal,72,21,0,0,media,media
3577,normal,72,7,0,0,baja,baja
327,normal,4,14,0,1,alta,media
271,normal,4,8,0,0,alta,media
433,normal,8,8,0,1,baja,baja
368,express,4,23,0,0,alta,alta
89,normal,4,12,0,0,alta,media
1795,express,48,10,1,1,baja,media
1225,express,24,15,0,0,alta,alta
1771,normal,48,37,0,0,media,baja
292,normal,4,25,0,0,alta,media
622,normal,8,30,0,0,alta,media
1388,express,24,6,1,0,media,media
188,express,4,8,0,0,media,media
153,normal,4,12,0,0,alta,media
142,normal,4,14,0,0,media,baja
284,express,4,25,0,0,media,alta
105,normal,4,14,0,1,media,media
1469,normal,48,20,0,0,baja,baja
2298,normal,72,8,1,0,baja,media
3395,express,48,10,0,0,baja,media
396,express,4,26,0,0,baja,media
3093,normal,72,9,1,1,media,media
429,normal,8,16,1,0,media,baja
172,normal,4,9,0,0,media,baja
1355,normal,48,20,0,0,media,baja
320,express,4,13,1,1,baja,alta
261,express,4,11,1,0,media,alta
407,normal,8,45,1,0,alta,media
367,express,4,35,0,0,media,alta
2716,normal,72,39,0,1,media,media
105,normal,4,7,1,0,media,media
278,express,4,15,0,0,baja,media
209,normal,4,20,1,0,media,media
107,express,4,16,0,0,alta,alta
124,normal,4,32,0,0,baja,baja
102,normal,4,10,1,0,baja,baja
212,normal,4,20,1,1,alta,alta
283,express,4,12,1,0,alta,alta
2968,normal,72,13,1,0,baja,media
122,express,4,39,0,0,baja,media
209,normal,4,24,0,0,baja,baja
3319,express,48,20,0,0,media,alta
658,normal,8,17,0,1,baja,baja
312,express,4,11,0,0,media,media
3517,normal,72,10,1,1,baja,media
2453,express,48,22,1,0,media,alta
462,normal,8,47,0,0,media,baja
748,normal,8,5,0,0,baja,baja
635,normal,8,33,0,0,media,baja
468,normal,8,44,1,1,media,media
262,normal,4,17,0,0,baja,baja
164,normal,4,43,0,0,alta,media
122,express,4,29,1,0,baja,alta
1013,normal,24,43,0,0,baja,baja
37,normal,4,28,0,0,baja,baja
153,normal,4,13,0,0,baja,baja
511,express,8,36,1,0,alta,alta
616,express,8,28,0,0,alta,alta
157,express,4,12,0,0,media,media
434,express,8,30,0,0,baja,media
163,normal,4,21,0,0,alta,media
100,express,4,40,0,0,alta,alta
262,normal,4,41,0,0,baja,baja
622,normal,8,18,1,0,alta,media
457,normal,8,17,0,0,alta,baja
53,normal,4,23,0,0,baja,baja
2402,normal,48,7,0,0,baja,baja
229,normal,4,29,1,0,baja,media
190,express,4,20,0,0,baja,media
206,normal,4,23,1,0,media,media
210,express,4,10,1,0,baja,media
2206,normal,48,9,0,0,baja,baja
222,express,4,30,0,0,baja,media
390,normal,8,17,1,0,baja,baja
397,normal,8,11,1,0,baja,baja
1316,normal,24,13,0,0,media,baja
153,normal,4,12,0,0,alta,media
385,normal,8,25,0,0,media,baja
136,normal,4,45,1,0,baja,media
1398,normal,48,12,0,0,alta,media
1511,normal,48,29,0,0,alta,media
1593,normal,48,4,1,0,baja,baja
648,normal,8,31,0,0,media,baja
215,express,4,44,0,0,baja,media
1227,express,24,28,0,0,media,media
126,express,4,12,0,0,media,media
332,express,4,21,0,0,baja,media
324,normal,8,5,1,0,baja,baja
2963,normal,72,17,0,0,baja,baja
1325,express,24,11,1,0,baja,media
1843,normal,48,25,0,0,alta,media
2813,express,48,16,0,0,baja,media
418,express,4,9,0,0,alta,alta
3043,normal,72,11,1,0,baja,media
183,express,4,13,0,0,media,media
333,express,4,2,0,0,baja,media
3077,normal,72,8,0,0,baja,baja
64,express,4,12,1,0,baja,media
1379,normal,48,34,0,0,baja,baja
78,normal,4,6,0,0,media,baja
100,normal,4,9,1,0,media,media
1688,normal,48,39,1,0,baja,baja
187,express,4,10,1,0,baja,media
651,express,8,26,0,0,baja,media
140,express,4,19,0,0,baja,media
